Input,Coverage,Assembler,Polisher,Id,Gene-number,Isolet,Organism,Genome-Type,metaQuast-version,# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N90,NG90,L50,LG50,L90,LG90,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA90,NGA90,LA50,LGA50,LA90,LGA90
voltrax--10x-redbean--03.fasta,10,redbean,NA,03,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),19,19,17,15,12,4856385,4856385,4842937,4812625,4711354,19,1354703,4856385,4759746,51.32,52.19,1219548,1219548,154233,154233,2,2,8,8,45,7,3859062,70,0,0,2,0 + 8 part,1771704,64.915,0.998,0.00,1331.00,573.83,236120,3084008,55447,55783,-,-,27,26,-,-
voltrax--10x-redbean--04.fasta,10,redbean,NA,04,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),15,15,12,7,7,4661840,4661840,4636108,4550618,4550618,15,3109514,4661840,4759746,51.65,52.19,3109514,3109514,178411,107082,1,1,3,4,54,3,4100548,64,0,0,1,0 + 4 part,1372042,68.947,1.002,0.00,1397.65,625.95,219199,3288947,67497,59091,-,-,21,22,-,-
voltrax--10x-redbean--05.fasta,10,redbean,NA,05,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),16,16,13,12,11,4597689,4597689,4579279,4559984,4530993,16,1063130,4597689,4759746,51.71,52.19,781964,781964,199977,135692,3,3,7,8,58,9,4351535,87,0,0,0,0 + 8 part,1405654,67.056,0.999,0.00,1221.99,548.11,254548,3189152,50128,45163,-,-,22,24,-,-
voltrax--10x-redbean--06.fasta,10,redbean,NA,06,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),17,17,15,13,10,4793083,4793083,4776152,4740453,4633371,17,1451686,4793083,4759746,51.55,52.19,1270607,1270607,126775,126775,2,2,7,7,54,7,4121379,81,0,0,2,0 + 10 part,1579570,67.685,0.997,0.00,1407.53,568.71,387657,3213216,43401,43401,-,-,25,25,-,-
voltrax--10x-redbean--07.fasta,10,redbean,NA,07,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),24,24,18,16,12,4867839,4867839,4828299,4795770,4638035,24,1119042,4867839,4759746,51.49,52.19,546749,546749,92584,204867,3,3,9,8,50,7,3609058,63,0,0,2,0 + 10 part,1788438,64.710,1.000,0.00,1391.25,594.68,356291,3079111,25939,27489,-,-,33,31,-,-
voltrax--10x-redbean--08.fasta,10,redbean,NA,08,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),10,9,8,6,4,4409187,4404849,4397946,4372226,4280806,10,2250464,4409187,4759746,51.48,52.19,2250464,1400667,409158,46975,1,2,3,5,48,2,3651131,70,0,0,2,0 + 4 part,1634056,58.358,0.999,0.00,1376.08,542.30,250850,2775050,33420,31155,-,-,29,34,-,-
voltrax--10x-redbean--09.fasta,10,redbean,NA,09,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),21,21,19,15,12,4871385,4871385,4852516,4785433,4695902,21,1103940,4871385,4759746,51.51,52.19,603092,603092,97824,337699,3,3,8,7,48,8,4050133,76,0,0,1,0 + 8 part,1779261,65.132,0.997,0.00,1417.18,585.64,227846,3091850,40987,44748,-,-,30,28,-,-
voltrax--10x-redbean--10.fasta,10,redbean,NA,10,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),20,19,18,14,11,4715615,4710708,4702101,4637301,4539295,20,1152848,4715615,4759746,51.72,52.19,974952,974952,112934,87225,3,3,7,8,52,6,3763385,70,0,0,2,0 + 8 part,1506036,67.144,1.004,0.00,1272.75,537.56,228027,3209126,34521,34447,-,-,25,26,-,-
voltrax--10x-redbean--11.fasta,10,redbean,NA,11,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),18,18,16,15,12,4756769,4756769,4742023,4725214,4606038,18,1572069,4756769,4759746,51.57,52.19,1032663,1032663,79349,79349,2,2,7,7,58,5,3904605,84,0,0,1,0 + 8 part,1528510,67.780,1.001,0.00,1452.74,587.10,198950,3228236,50327,50327,-,-,29,29,-,-
voltrax--10x-redbean--12.fasta,10,redbean,NA,12,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),12,12,12,10,9,4752607,4752607,4752607,4718593,4689109,12,1407897,4752607,4759746,51.66,52.19,720227,720227,331400,331400,3,3,6,6,50,7,4246978,83,0,0,1,0 + 7 part,1589316,66.620,0.998,0.00,1266.53,548.90,206281,3163057,41518,41518,-,-,25,25,-,-
voltrax--10x-redbean-medaka--01-polished.fasta,10,redbean,medaka,01,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),26,26,23,21,20,8760858,8760858,8736919,8702961,8667528,26,1840860,8760858,4759746,58.76,52.19,703284,1270856,180753,703284,4,2,12,4,69,9,3539528,49,0,0,4,0 + 16 part,5932663,59.135,1.005,0.00,2131.62,297.44,169972,2827806,-,29352,-,-,-,40,-,-
voltrax--10x-redbean-medaka--02-polished.fasta,10,redbean,medaka,02,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),14,14,14,12,10,9497242,9497242,9497242,9467951,9395007,14,2682766,9497242,4759746,59.13,52.19,2479125,2682766,349573,2479125,2,1,5,2,53,2,3535418,57,0,0,2,0 + 9 part,6493754,62.893,1.003,0.00,1925.79,282.41,262877,3003755,-,35543,-,-,-,26,-,-
voltrax--10x-redbean-medaka--03-polished.fasta,10,redbean,medaka,03,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),21,21,19,17,14,11482331,11482331,11468884,11438861,11337694,21,3843708,11482331,4759746,59.80,52.19,2763114,3843708,255771,2763114,2,1,7,2,50,7,3875662,57,0,0,3,0 + 11 part,8295241,66.576,1.006,0.00,2031.89,279.65,243790,3186840,-,60036,-,-,-,26,-,-
voltrax--10x-redbean-medaka--04-polished.fasta,10,redbean,medaka,04,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),17,17,14,9,9,5463201,5463201,5437670,5352700,5352700,17,3131675,5463201,4759746,53.31,52.19,3131675,3131675,107268,664777,1,1,5,3,59,3,4130320,64,0,0,3,0 + 9 part,2030036,71.543,1.008,0.00,2125.73,303.86,227353,3433455,44303,60658,-,-,28,21,-,-
voltrax--10x-redbean-medaka--05-polished.fasta,10,redbean,medaka,05,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),18,18,15,14,13,6001442,6001442,5983142,5963842,5934841,18,1216986,6001442,4759746,55.03,52.19,840107,840107,202141,560934,3,3,8,5,54,9,4385013,60,0,0,1,0 + 10 part,2752939,67.932,1.005,0.00,2200.28,300.50,254958,3248264,22317,61010,-,-,37,21,-,-
voltrax--10x-redbean-medaka--06-polished.fasta,10,redbean,medaka,06,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),18,18,16,14,11,5480491,5480491,5463606,5427604,5321235,18,1460659,5480491,4759746,53.25,52.19,817617,1279426,179505,335657,3,2,7,5,62,9,4521818,78,0,0,0,0 + 10 part,2158531,69.540,1.003,0.00,2287.27,308.99,254343,3321160,35082,52211,-,-,32,23,-,-
voltrax--10x-redbean-medaka--07-polished.fasta,10,redbean,medaka,07,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),24,24,19,17,13,5389499,5389499,5355585,5323034,5165284,24,1126092,5389499,4759746,52.72,52.19,551318,551318,104319,288912,3,3,10,7,56,8,4178946,67,0,0,3,0 + 10 part,2084576,69.058,1.005,0.00,2307.66,324.94,352792,3304900,29057,38848,-,-,34,25,-,-
voltrax--10x-redbean-medaka--08-polished.fasta,10,redbean,medaka,08,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),14,13,11,9,7,9456994,9452648,9440333,9414548,9323091,14,3935943,9456994,4759746,58.86,52.19,2265333,3935943,916994,2265333,2,1,4,2,58,2,3675403,46,0,0,4,0 + 7 part,6580855,60.126,1.004,0.00,2160.95,303.75,234594,2874378,-,32049,-,-,-,33,-,-
voltrax--10x-redbean-medaka--09-polished.fasta,10,redbean,medaka,09,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),22,22,20,16,12,4945688,4945688,4926845,4859745,4729974,22,1115755,4945688,4759746,51.47,52.19,606550,606550,97878,337875,3,3,8,7,55,8,4083917,66,0,0,1,0 + 9 part,1738123,67.109,1.003,0.00,2236.41,290.14,239800,3204959,45833,50762,-,-,28,26,-,-
voltrax--10x-redbean-medaka--10-polished.fasta,10,redbean,medaka,10,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),20,20,19,14,11,4748020,4748020,4739416,4658080,4559985,20,1157562,4748020,4759746,51.57,52.19,981411,981411,88618,88618,3,3,8,8,55,6,3782840,78,0,0,3,0 + 10 part,1418506,69.602,1.005,0.00,2226.43,297.93,232975,3329269,49428,49428,-,-,22,22,-,-
voltrax--10x-redbean-medaka--11-polished.fasta,10,redbean,medaka,11,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),19,19,17,17,14,9511800,9511800,9497086,9497086,9377821,19,4481321,9511800,4759746,58.73,52.19,1581200,4481321,264215,4481321,2,1,6,1,57,5,3929067,69,0,0,2,0 + 9 part,6245247,68.309,1.005,0.00,2255.81,301.24,200526,3266548,-,46852,-,-,-,30,-,-
voltrax--10x-redbean-medaka--12-polished.fasta,10,redbean,medaka,12,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),15,15,15,12,11,5594069,5594069,5594069,5542729,5513258,15,1412135,5594069,4759746,53.47,52.19,723808,723808,263429,571830,3,3,8,5,41,6,3697727,61,0,0,3,0 + 10 part,2361390,67.720,1.003,0.00,2146.64,300.34,170673,3231977,31883,48626,-,-,37,27,-,-
voltrax--10x-redbean-wtpoa--01.fasta,10,redbean,wtpoa,01,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),22,22,19,17,16,4252494,4252494,4228515,4194508,4159067,22,736232,4252494,4759746,51.32,52.19,444880,347136,93910,-,4,5,12,-,43,7,2709986,47,0,0,4,0 + 12 part,1593578,56.028,0.997,0.00,1406.36,599.27,173981,2658568,29160,15927,-,-,35,46,-,-
voltrax--10x-redbean-wtpoa--02.fasta,10,redbean,wtpoa,02,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),12,12,12,10,8,4703391,4703391,4703391,4673516,4601305,12,2668699,4703391,4759746,52.23,52.19,2668699,2668699,187670,187670,1,1,5,5,51,2,3520375,54,0,0,2,0 + 7 part,1828538,60.450,0.999,0.00,1085.08,483.66,252927,2874360,31837,30313,-,-,28,29,-,-
voltrax--10x-redbean-wtpoa--03.fasta,10,redbean,wtpoa,03,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),20,20,18,16,13,7607033,7607033,7593589,7564452,7463167,20,2760210,7607033,4759746,56.71,52.19,1347874,2760210,204447,1220608,2,1,8,3,47,7,3849602,61,0,0,2,0 + 10 part,4518099,65.012,0.998,0.00,1259.11,574.22,231968,3088522,-,54011,-,-,-,27,-,-
voltrax--10x-redbean-wtpoa--04.fasta,10,redbean,wtpoa,04,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),16,16,13,8,8,5326434,5326434,5301579,5216107,5216107,16,3110197,5326434,4759746,53.54,52.19,3110197,3110197,179023,663866,1,1,4,3,52,3,4101813,63,0,0,2,0 + 7 part,1992508,69.774,1.004,0.00,1163.81,540.37,220630,3333627,46572,59856,-,-,26,21,-,-
voltrax--10x-redbean-wtpoa--05.fasta,10,redbean,wtpoa,05,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),16,16,13,12,11,4595381,4595381,4577141,4557844,4528851,16,1065400,4595381,4759746,51.68,52.19,782027,782027,199018,135185,3,3,7,8,59,9,4349376,77,0,0,0,0 + 8 part,1452707,66.028,0.999,0.00,1265.26,598.17,248651,3140393,46698,41503,-,-,23,25,-,-
voltrax--10x-redbean-wtpoa--06.fasta,10,redbean,wtpoa,06,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),17,17,15,13,10,4789171,4789171,4772276,4736627,4630301,17,1453665,4789171,4759746,51.56,52.19,1270025,1270025,124660,124660,2,2,7,7,53,8,4155937,79,0,0,1,0 + 9 part,1606095,67.052,0.997,0.00,1301.42,589.29,391000,3182823,40445,44119,-,-,26,25,-,-
voltrax--10x-redbean-wtpoa--07.fasta,10,redbean,wtpoa,07,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),22,22,17,15,11,4777193,4777193,4743288,4710760,4553006,22,1114600,4777193,4759746,51.62,52.19,546858,546858,205921,205921,3,3,8,8,42,6,3079974,47,0,0,3,0 + 8 part,1673239,65.268,0.999,0.00,1211.46,605.22,291350,3103687,27245,27245,-,-,32,32,-,-
voltrax--10x-redbean-wtpoa--08.fasta,10,redbean,wtpoa,08,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),11,10,8,6,4,4401874,4397536,4385247,4359481,4268051,11,2242440,4401874,4759746,51.50,52.19,2242440,1397114,409332,46974,1,2,3,5,55,2,3639554,56,0,0,2,0 + 4 part,1608000,58.816,0.997,0.00,1271.81,598.96,248894,2791681,35855,31146,-,-,30,35,-,-
voltrax--10x-redbean-wtpoa--09.fasta,10,redbean,wtpoa,09,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),21,21,19,15,12,4866891,4866891,4848018,4780934,4692014,21,1102091,4866891,4759746,51.53,52.19,602038,602038,97832,336113,3,3,8,7,45,6,3549418,69,0,0,2,0 + 9 part,1751992,65.610,0.997,0.00,1327.37,611.24,227873,3114665,46970,47912,-,-,28,27,-,-
voltrax--10x-redbean-wtpoa--10.fasta,10,redbean,wtpoa,10,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),20,20,19,14,11,4722238,4722238,4713633,4629316,4531327,20,1150301,4722238,4759746,51.72,52.19,976071,976071,86841,86841,3,3,8,8,53,6,3755589,71,0,0,3,0 + 10 part,1500259,67.392,1.004,0.00,1215.27,522.02,227175,3221746,42863,42863,-,-,24,24,-,-
voltrax--10x-redbean-wtpoa--11.fasta,10,redbean,wtpoa,11,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),17,17,15,15,12,4735295,4735295,4720548,4720548,4601349,17,1568476,4735295,4759746,51.56,52.19,1034562,1034562,79162,79162,2,2,7,7,62,6,3959567,71,0,0,1,0 + 7 part,1547281,66.964,1.000,0.00,1324.42,544.27,208665,3186292,45795,44826,-,-,30,31,-,-
voltrax--10x-redbean-wtpoa--12.fasta,10,redbean,wtpoa,12,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),14,14,14,11,10,4849686,4849686,4849686,4798663,4769174,14,1403759,4849686,4759746,51.66,52.19,720312,720312,261792,333738,3,3,7,6,42,6,3673353,63,0,0,3,0 + 9 part,1680400,66.788,0.997,0.00,1317.69,604.63,165952,3169035,42832,48907,-,-,27,26,-,-
voltrax--10x-redbean-wtpoa-medaka--01-polished.fasta,10,redbean,wtpoa-medaka,01,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),26,26,23,21,20,8757503,8757503,8733547,8699588,8664155,26,1840196,8757503,4759746,58.76,52.19,702599,1270800,180729,702599,4,2,12,4,60,9,3537375,55,0,0,4,0 + 16 part,5927498,59.222,1.004,0.00,2052.16,281.43,170309,2829122,-,29596,-,-,-,39,-,-
voltrax--10x-redbean-wtpoa-medaka--02-polished.fasta,10,redbean,wtpoa-medaka,02,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),14,14,14,12,10,9493031,9493031,9493031,9463589,9391062,14,2679910,9493031,4759746,59.14,52.19,2479253,2679910,348952,2479253,2,1,5,2,56,2,3531955,58,0,0,3,0 + 9 part,6477056,63.089,1.004,0.00,1918.13,274.68,262994,3015492,-,35899,-,-,-,27,-,-
voltrax--10x-redbean-wtpoa-medaka--03-polished.fasta,10,redbean,wtpoa-medaka,03,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),21,21,19,17,14,11478443,11478443,11464993,11435898,11334731,21,3841570,11478443,4759746,59.79,52.19,2763791,3841570,254518,2763791,2,1,7,2,50,7,3872954,58,0,0,4,0 + 11 part,8319759,66.006,1.005,0.00,1986.62,264.40,236711,3158434,-,58987,-,-,-,26,-,-
voltrax--10x-redbean-wtpoa-medaka--04-polished.fasta,10,redbean,wtpoa-medaka,04,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),17,17,14,9,9,5464390,5464390,5439907,5354562,5354562,17,3131031,5464390,4759746,53.30,52.19,3131031,3131031,107248,664460,1,1,5,3,57,3,4130844,68,0,0,3,0 + 9 part,1992186,72.270,1.009,0.00,2165.11,308.78,225918,3471412,49383,62264,-,-,26,20,-,-
voltrax--10x-redbean-wtpoa-medaka--05-polished.fasta,10,redbean,wtpoa-medaka,05,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),18,18,15,14,13,5997031,5997031,5978814,5959516,5930515,18,1216885,5997031,4759746,55.01,52.19,839361,839361,201830,560063,3,3,8,5,58,9,4380772,53,0,0,1,0 + 10 part,2754889,67.802,1.004,0.00,2233.13,301.08,254917,3241679,18691,49080,-,-,41,23,-,-
voltrax--10x-redbean-wtpoa-medaka--06-polished.fasta,10,redbean,wtpoa-medaka,06,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),18,18,16,14,11,5475972,5475972,5459073,5423306,5316839,18,1461907,5475972,4759746,53.26,52.19,1278910,1278910,179179,334881,2,2,7,5,56,8,4182495,72,0,0,1,0 + 10 part,2182599,68.850,1.005,0.00,2286.51,307.90,409612,3292575,34203,46540,-,-,33,24,-,-
voltrax--10x-redbean-wtpoa-medaka--07-polished.fasta,10,redbean,wtpoa-medaka,07,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),25,25,20,18,14,6800097,6800097,6766178,6733635,6575845,25,1416629,6800097,4759746,55.63,52.19,1064713,1121283,208738,520260,3,2,10,5,53,7,3619436,42,0,0,4,0 + 11 part,3553035,67.749,1.007,0.00,2137.33,303.91,292097,3247039,-,35287,-,-,-,29,-,-
voltrax--10x-redbean-wtpoa-medaka--08-polished.fasta,10,redbean,wtpoa-medaka,08,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),12,11,9,7,5,5345726,5341371,5329078,5303301,5211836,12,2255881,5345726,4759746,53.76,52.19,1407942,1407942,410868,915389,2,2,4,3,56,2,3663823,52,0,0,2,0 + 5 part,2493315,59.665,1.003,0.00,2073.43,312.03,233513,2849389,11628,31975,-,-,49,34,-,-
voltrax--10x-redbean-wtpoa-medaka--09-polished.fasta,10,redbean,wtpoa-medaka,09,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),23,23,21,17,13,5600904,5600904,5582048,5514933,5385613,23,1114011,5600904,4759746,53.24,52.19,605987,662693,97879,471344,4,3,9,6,55,8,4077440,67,0,0,1,0 + 10 part,2442378,66.123,1.003,0.00,2096.92,274.65,254796,3157815,23259,49165,-,-,39,26,-,-
voltrax--10x-redbean-wtpoa-medaka--10-polished.fasta,10,redbean,wtpoa-medaka,10,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),19,19,18,14,11,4716867,4716867,4708283,4646724,4548669,19,1153456,4716867,4759746,51.58,52.19,981298,981298,113065,88466,3,3,7,8,54,6,3771928,70,0,0,3,0 + 9 part,1400314,69.430,1.003,0.00,2136.54,289.86,232839,3313724,61389,61389,-,-,22,22,-,-
voltrax--10x-redbean-wtpoa-medaka--11-polished.fasta,10,redbean,wtpoa-medaka,11,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),19,19,17,17,14,9506040,9506040,9491296,9491296,9372054,19,4478363,9506040,4759746,58.73,52.19,1580141,4478363,264253,4478363,2,1,6,1,56,5,3927723,64,0,0,2,0 + 9 part,6242377,68.258,1.004,0.00,2115.18,285.66,209310,3262977,-,46819,-,-,-,30,-,-
voltrax--10x-redbean-wtpoa-medaka--12-polished.fasta,10,redbean,wtpoa-medaka,12,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),15,15,15,12,11,5592097,5592097,5592097,5541031,5511545,15,1409764,5592097,4759746,53.47,52.19,725140,725140,264957,571936,3,3,8,5,47,7,4266988,67,0,0,2,0 + 10 part,2346983,67.979,1.003,0.00,2178.08,298.15,197302,3244376,32034,51608,-,-,35,24,-,-
voltrax--200x-flye--01.fasta,200,flye,NA,01,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),3,3,3,3,2,4798270,4798270,4798270,4798270,4773066,3,4721096,4798270,4759746,52.16,52.19,4721096,4721096,4721096,4721096,1,1,1,1,2,1,4721096,0,0,0,1,0 + 1 part,28088,99.894,1.003,0.00,13.00,2.33,3552523,4769948,3552523,3552523,1167024,1167024,1,1,2,2
voltrax--200x-flye--02.fasta,200,flye,NA,02,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,1,4751907,4751907,4751907,4751907,4726703,2,4726703,4751907,4759746,52.18,52.19,4726703,4726703,4726703,4726703,1,1,1,1,2,1,4726703,0,0,0,0,0 + 0 part,0,99.803,1.000,0.00,0.48,1.73,3552514,4751673,3552514,3552514,1172640,1172640,1,1,2,2
voltrax--200x-flye--03.fasta,200,flye,NA,03,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),2,2,2,2,1,4746332,4746332,4746332,4746332,4721126,2,4721126,4746332,4759746,52.18,52.19,4721126,4721126,4721126,4721126,1,1,1,1,2,1,4721126,0,0,0,0,0 + 0 part,0,99.686,1.000,0.00,0.42,1.71,3552537,4746098,3552537,3552537,1167040,1167040,1,1,2,2
voltrax--200x-flye--04.fasta,200,flye,NA,04,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4757959,4757959,4757959,4757959,4757959,1,4757959,4757959,4759746,52.18,52.19,4757959,4757959,4757959,4757959,1,1,1,1,2,1,4757959,0,0,0,0,0 + 0 part,0,99.931,1.000,0.00,0.53,2.06,4756410,4757725,4756410,4756410,4756410,4756410,1,1,1,1
voltrax--200x-flye--05.fasta,200,flye,NA,05,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4757947,4757947,4757947,4757947,4757947,1,4757947,4757947,4759746,52.18,52.19,4757947,4757947,4757947,4757947,1,1,1,1,2,1,4757947,0,0,0,0,0 + 0 part,0,99.930,1.000,0.00,0.50,1.60,4756398,4757713,4756398,4756398,4756398,4756398,1,1,1,1
voltrax--200x-flye--06.fasta,200,flye,NA,06,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4757941,4757941,4757941,4757941,4757941,1,4757941,4757941,4759746,52.18,52.19,4757941,4757941,4757941,4757941,1,1,1,1,2,1,4757941,0,0,0,0,0 + 0 part,0,99.931,1.000,0.00,0.50,1.74,4756392,4757707,4756392,4756392,4756392,4756392,1,1,1,1
voltrax--200x-flye--07.fasta,200,flye,NA,07,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4757937,4757937,4757937,4757937,4757937,1,4757937,4757937,4759746,52.18,52.19,4757937,4757937,4757937,4757937,1,1,1,1,2,1,4757937,0,0,0,0,0 + 0 part,0,99.931,1.000,0.00,0.46,1.77,4756388,4757703,4756388,4756388,4756388,4756388,1,1,1,1
voltrax--200x-flye--08.fasta,200,flye,NA,08,NA,Salmonella_enterica_chromosome,Salmonella enterica,chromosome,QUAST v5.1.0rc1 2023ea6d (MetaQUAST mode),1,1,1,1,1,4757943,4757943,4757943,4757943,4757943,1,4757943,4757943,4759746,52.18,52.19,4757943,4757943,4757943,4757943,1,1,1,1,2,1,4757943,0,0,0,0,0 + 0 part,0,99.931,1.000,0.00,0.48,1.60,4756394,4757709,4756394,4756394,4756394,4756394,1,1,1,1
